2025-05-31 18:12:50,485 [INFO] [SERVER] Offering temperature service...
2025-05-31 18:12:51,490 [INFO] [SERVER] Sent: Timestamp=1, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:38,672 [INFO] [SERVER] Sent: Timestamp=68, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:39,673 [INFO] [SERVER] Sent: Timestamp=69, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:40,689 [INFO] [SERVER] Sent: Timestamp=70, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:41,706 [INFO] [SERVER] Sent: Timestamp=71, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:42,713 [INFO] [SERVER] Sent: Timestamp=72, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:43,714 [INFO] [SERVER] Sent: Timestamp=73, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:44,728 [INFO] [SERVER] Sent: Timestamp=74, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:45,738 [INFO] [SERVER] Sent: Timestamp=75, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:46,747 [INFO] [SERVER] Sent: Timestamp=76, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:47,764 [INFO] [SERVER] Sent: Timestamp=77, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:48,766 [INFO] [SERVER] Sent: Timestamp=78, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:49,771 [INFO] [SERVER] Sent: Timestamp=79, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:50,772 [INFO] [SERVER] Sent: Timestamp=80, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:51,785 [INFO] [SERVER] Sent: Timestamp=81, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:52,788 [INFO] [SERVER] Sent: Timestamp=82, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:53,790 [INFO] [SERVER] Sent: Timestamp=83, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:54,796 [INFO] [SERVER] Sent: Timestamp=84, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:55,798 [INFO] [SERVER] Sent: Timestamp=85, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:56,814 [INFO] [SERVER] Sent: Timestamp=86, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:57,821 [INFO] [SERVER] Sent: Timestamp=87, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:58,825 [INFO] [SERVER] Sent: Timestamp=88, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:10:59,829 [INFO] [SERVER] Sent: Timestamp=89, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:00,846 [INFO] [SERVER] Sent: Timestamp=90, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:01,855 [INFO] [SERVER] Sent: Timestamp=91, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:02,871 [INFO] [SERVER] Sent: Timestamp=92, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:03,880 [INFO] [SERVER] Sent: Timestamp=93, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:04,888 [INFO] [SERVER] Sent: Timestamp=94, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:05,892 [INFO] [SERVER] Sent: Timestamp=95, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:06,896 [INFO] [SERVER] Sent: Timestamp=96, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:07,905 [INFO] [SERVER] Sent: Timestamp=97, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:08,920 [INFO] [SERVER] Sent: Timestamp=98, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:09,921 [INFO] [SERVER] Sent: Timestamp=99, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:10,937 [INFO] [SERVER] Sent: Timestamp=100, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:11,953 [INFO] [SERVER] Sent: Timestamp=101, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:12,970 [INFO] [SERVER] Sent: Timestamp=102, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:13,978 [INFO] [SERVER] Sent: Timestamp=103, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:14,987 [INFO] [SERVER] Sent: Timestamp=104, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:15,988 [INFO] [SERVER] Sent: Timestamp=105, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:16,996 [INFO] [SERVER] Sent: Timestamp=106, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:18,012 [INFO] [SERVER] Sent: Timestamp=107, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:19,020 [INFO] [SERVER] Sent: Timestamp=108, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:20,028 [INFO] [SERVER] Sent: Timestamp=109, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:21,037 [INFO] [SERVER] Sent: Timestamp=110, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:22,043 [INFO] [SERVER] Sent: Timestamp=111, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:23,045 [INFO] [SERVER] Sent: Timestamp=112, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:24,046 [INFO] [SERVER] Sent: Timestamp=113, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:25,053 [INFO] [SERVER] Sent: Timestamp=114, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:26,062 [INFO] [SERVER] Sent: Timestamp=115, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:27,063 [INFO] [SERVER] Sent: Timestamp=116, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:28,078 [INFO] [SERVER] Sent: Timestamp=117, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:29,088 [INFO] [SERVER] Sent: Timestamp=118, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:30,094 [INFO] [SERVER] Sent: Timestamp=119, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:31,095 [INFO] [SERVER] Sent: Timestamp=120, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:32,102 [INFO] [SERVER] Sent: Timestamp=121, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:33,118 [INFO] [SERVER] Sent: Timestamp=122, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:34,119 [INFO] [SERVER] Sent: Timestamp=123, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:35,124 [INFO] [SERVER] Sent: Timestamp=124, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:36,140 [INFO] [SERVER] Sent: Timestamp=125, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:37,152 [INFO] [SERVER] Sent: Timestamp=126, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:38,157 [INFO] [SERVER] Sent: Timestamp=127, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:39,170 [INFO] [SERVER] Sent: Timestamp=128, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:40,172 [INFO] [SERVER] Sent: Timestamp=129, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:41,186 [INFO] [SERVER] Sent: Timestamp=130, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:42,201 [INFO] [SERVER] Sent: Timestamp=131, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:43,203 [INFO] [SERVER] Sent: Timestamp=132, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:44,205 [INFO] [SERVER] Sent: Timestamp=133, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:45,220 [INFO] [SERVER] Sent: Timestamp=134, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:46,236 [INFO] [SERVER] Sent: Timestamp=135, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:47,252 [INFO] [SERVER] Sent: Timestamp=136, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:48,253 [INFO] [SERVER] Sent: Timestamp=137, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:49,260 [INFO] [SERVER] Sent: Timestamp=138, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:50,269 [INFO] [SERVER] Sent: Timestamp=139, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:51,285 [INFO] [SERVER] Sent: Timestamp=140, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:52,302 [INFO] [SERVER] Sent: Timestamp=141, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:53,303 [INFO] [SERVER] Sent: Timestamp=142, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:54,319 [INFO] [SERVER] Sent: Timestamp=143, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:55,326 [INFO] [SERVER] Sent: Timestamp=144, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:56,342 [INFO] [SERVER] Sent: Timestamp=145, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:57,343 [INFO] [SERVER] Sent: Timestamp=146, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:58,344 [INFO] [SERVER] Sent: Timestamp=147, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:11:59,346 [INFO] [SERVER] Sent: Timestamp=148, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:00,351 [INFO] [SERVER] Sent: Timestamp=149, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:01,359 [INFO] [SERVER] Sent: Timestamp=150, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:02,367 [INFO] [SERVER] Sent: Timestamp=151, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:03,368 [INFO] [SERVER] Sent: Timestamp=152, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:04,369 [INFO] [SERVER] Sent: Timestamp=153, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:05,378 [INFO] [SERVER] Sent: Timestamp=154, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:06,392 [INFO] [SERVER] Sent: Timestamp=155, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:07,395 [INFO] [SERVER] Sent: Timestamp=156, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:08,408 [INFO] [SERVER] Sent: Timestamp=157, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:09,409 [INFO] [SERVER] Sent: Timestamp=158, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:10,411 [INFO] [SERVER] Sent: Timestamp=159, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:11,428 [INFO] [SERVER] Sent: Timestamp=160, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:12,442 [INFO] [SERVER] Sent: Timestamp=161, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:13,457 [INFO] [SERVER] Sent: Timestamp=162, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:14,460 [INFO] [SERVER] Sent: Timestamp=163, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:15,475 [INFO] [SERVER] Sent: Timestamp=164, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:16,475 [INFO] [SERVER] Sent: Timestamp=165, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:17,476 [INFO] [SERVER] Sent: Timestamp=166, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:18,490 [INFO] [SERVER] Sent: Timestamp=167, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:19,493 [INFO] [SERVER] Sent: Timestamp=168, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 10:12:20,496 [INFO] [SERVER] Sent: Timestamp=169, Measurements=[20.0, 21.0, 22.0, 23.0]
